date,state,positive,new_positive,negative,death,new_death,hospitalized
20200516,Utah,7068,155,159706,78,1,578
20200516,Virginia,29683,1011,155885,1002,25,5414
20200516,Virgin Islands,69,0,1194,6,0,
20200516,Vermont,940,8,22197,53,0,
20200516,Washington,19838,188,250963,992,9,
20200516,Wisconsin,13878,534,134206,453,8,2018
20200516,West Virginia,1457,16,71936,64,2,
20200516,Wyoming,716,1,15678,7,0,69
20200515,Alaska,388,1,32030,10,0,
20200515,Alabama,11216,248,134847,476,9,1377
20200515,Arkansas,4463,227,77066,98,1,520
20200515,American Samoa,0,0,105,0,0,
20200515,Arizona,13169,495,128832,651,27,2636
20200515,California,74936,1772,1058970,3108,76,
20200515,Colorado,20838,363,97192,1091,29,3789
20200515,Connecticut,36085,621,119823,3285,66,10946
20200515,Washington DC,6871,135,27468,368,10,
20200515,Delaware,7373,150,30905,373,11,
20200515,Florida,43210,0,565627,1991,43,7993
20200515,Georgia,36681,823,265193,1557,30,6438
20200515,Guam,154,1,4361,5,0,
20200515,Hawaii,637,-1,38139,17,0,81
20200515,Iowa,14049,374,79517,336,18,
20200515,Idaho,2351,27,32394,72,3,212
20200515,Illinois,90369,2432,448233,4058,130,
20200515,Indiana,26655,602,138793,1691,45,4389
20200515,Kansas,7886,418,53706,172,8,724
20200515,Kentucky,7225,145,114053,328,2,1887
20200515,Louisiana,33837,348,219352,2448,31,
20200515,Massachusetts,83421,1239,352258,5592,110,8314
20200515,Maryland,36986,1083,145840,1991,56,6679
20200515,Maine,1603,38,22092,69,0,211
20200515,Michigan,57687,651,341827,5325,47,
20200515,Minnesota,17363,798,139773,692,29,1985
20200515,Missouri,10456,139,124002,576,14,
20200515,MP,19,0,3306,2,0,
20200515,Mississippi,10801,318,96022,493,13,1712
20200515,Montana,466,4,24952,16,0,63
20200515,North Carolina,17129,622,214418,641,26,
20200515,North Dakota,1761,114,49954,35,4,130
20200515,Nebraska,9416,341,47799,113,6,
20200515,New Hampshire,3464,165,39148,159,9,335
20200515,New Jersey,143905,1201,319067,10138,192,
20200515,New Mexico,5503,139,114098,242,11,886
20200515,Nevada,6614,115,65532,368,10,
20200515,New York,345813,2762,992235,22304,134,85782
20200515,Ohio,26954,597,219228,1581,47,4791
20200515,Oklahoma,5086,124,113106,285,1,863
20200515,Oregon,3541,62,85965,137,0,691
20200515,Pennsylvania,60622,986,259210,4342,124,
20200515,Puerto Rico,2542,115,,122,5,
20200515,Rhode Island,12663,232,76467,479,11,1372
20200515,South Carolina,8407,218,101209,380,9,1421
20200515,South Dakota,3887,95,23527,44,1,296
20200515,Tennessee,16970,271,292786,290,3,1454
20200515,Texas,45198,1347,564432,1272,56,
20200515,Utah,6913,164,156305,77,2,566
20200515,Virginia,28672,859,149342,977,22,5316
20200515,Virgin Islands,69,0,1194,6,0,
20200515,Vermont,932,1,21237,53,0,
20200515,Washington,19650,226,248322,983,8,
20200515,Wisconsin,13344,475,128657,445,11,1977
20200515,West Virginia,1441,14,69495,62,2,
20200515,Wyoming,715,14,15307,7,0,68
20200514,Alaska,387,4,31375,10,0,
20200514,Alabama,10968,351,131017,467,18,1350
20200514,Arkansas,4236,72,71582,97,2,509
20200514,American Samoa,0,0,105,0,0,
20200514,Arizona,12674,498,121664,624,30,2595
20200514,California,73164,2023,1031487,3032,98,
20200514,Colorado,20475,318,94044,1062,53,3735
20200514,Connecticut,35464,609,114098,3219,94,10946
20200514,Washington DC,6736,152,26263,358,8,
20200514,Delaware,7223,271,29634,362,11,
20200514,Florida,43210,808,565627,1948,50,7993
20200514,Georgia,35858,526,250023,1527,22,6345
20200514,Guam,153,1,4226,5,0,
20200514,Hawaii,638,3,38243,17,0,81
20200514,Iowa,13675,386,75619,318,12,
20200514,Idaho,2324,31,31430,69,0,212
20200514,Illinois,87937,3239,424100,3928,136,
20200514,Indiana,26053,580,134186,1646,27,4389
20200514,Kansas,7468,0,50160,164,0,704
20200514,Kentucky,7080,227,110315,326,5,1835
20200514,Louisiana,33489,827,214099,2417,36,
20200514,Massachusetts,82182,1685,342179,5482,167,8207
20200514,Maryland,35903,1091,142551,1935,54,6553
20200514,Maine,1565,50,22092,69,3,207
20200514,Michigan,57036,578,326657,5278,46,
20200514,Minnesota,16565,793,131443,663,25,1915
20200514,Missouri,10317,175,116793,562,20,
20200514,MP,19,0,3306,2,0,
20200514,Mississippi,10483,393,94843,480,15,1667
20200514,Montana,462,0,24087,16,0,63
20200514,North Carolina,16507,691,202761,615,18,
20200514,North Dakota,1647,0,48599,31,2,129
20200514,Nebraska,9075,383,44266,107,4,
20200514,New Hampshire,3299,60,35876,150,8,326
20200514,New Jersey,142704,1144,308992,9946,244,
20200514,New Mexico,5364,152,109647,231,12,886
20200514,Nevada,6499,105,62985,358,3,
20200514,New York,343051,2390,955706,22170,157,85454
20200514,Ohio,26357,636,206995,1534,51,4718
20200514,Oklahoma,4962,110,107221,284,6,858
20200514,Oregon,3479,63,80571,137,3,685
20200514,Pennsylvania,59636,938,251559,4218,275,
20200514,Puerto Rico,2427,98,,117,2,
20200514,Rhode Island,12431,228,74767,468,6,1351
20200514,South Carolina,8189,262,94346,371,16,1338
20200514,South Dakota,3792,60,22681,43,4,290
20200514,Tennessee,16699,329,285618,287,14,1435
20200514,Texas,43851,1448,543462,1216,58,
20200514,Utah,6749,129,153370,75,0,558
20200514,Virginia,27813,1067,139017,955,28,5211
20200514,Virgin Islands,69,0,1164,6,0,
20200514,Vermont,931,1,20497,53,0,
20200514,Washington,19424,245,243144,975,13,
20200514,Wisconsin,12869,420,122598,434,13,1939
20200514,West Virginia,1427,29,67286,60,2,
20200514,Wyoming,701,26,14729,7,0,67
20200513,Alaska,383,0,30266,10,0,
20200513,Alabama,10617,307,125755,449,20,1317
20200513,Arkansas,4164,0,69051,95,0,497
20200513,American Samoa,0,0,105,0,0,
20200513,Arizona,12176,440,115574,594,32,2543
20200513,California,71141,1759,994451,2934,87,
20200513,Colorado,20157,278,91093,1009,22,3695
20200513,Connecticut,34855,522,108088,3125,84,9389
20200513,Washington DC,6584,99,25074,350,14,
20200513,Delaware,6952,211,27801,351,17,
20200513,Florida,42402,479,552361,1898,49,7835
20200513,Georgia,35332,697,238572,1505,44,6259
20200513,Guam,152,0,4110,5,0,
20200513,Hawaii,635,1,37730,17,0,81
20200513,Iowa,13289,377,72430,306,17,
20200513,Idaho,2293,33,30835,69,-1,214
20200513,Illinois,84698,1677,404661,3792,191,
20200513,Indiana,25473,346,128610,1619,41,4389
20200513,Kansas,7468,352,50160,164,6,704
20200513,Kentucky,6853,176,103781,321,10,1825
20200513,Louisiana,32662,612,205242,2381,34,
20200513,Massachusetts,80497,1165,329535,5315,174,8032
20200513,Maryland,34812,751,138762,1881,47,6404
20200513,Maine,1515,38,22092,66,1,204
20200513,Michigan,56458,817,310242,5232,44,
20200513,Minnesota,15772,729,125502,638,24,1851
20200513,Missouri,10142,136,114000,542,18,
20200513,MP,19,0,3021,2,0,
20200513,Mississippi,10090,182,89958,465,8,1616
20200513,Montana,462,1,23390,16,0,63
20200513,North Carolina,15816,470,194641,597,20,
20200513,North Dakota,1647,76,47298,29,4,127
20200513,Nebraska,8692,120,41033,103,3,
20200513,New Hampshire,3239,79,33977,142,9,319
20200513,New Jersey,141560,817,299890,9702,194,
20200513,New Mexico,5212,143,105077,219,11,886
20200513,Nevada,6394,83,60278,355,5,
20200513,New York,340661,2176,918246,22013,168,85008
20200513,Ohio,25721,471,200133,1483,47,4618
20200513,Oklahoma,4852,120,104275,278,0,848
20200513,Oregon,3416,130,80571,134,4,678
20200513,Pennsylvania,58698,707,244171,3943,137,
20200513,Puerto Rico,2329,30,,115,1,
20200513,Rhode Island,12203,196,72840,462,18,1328
20200513,South Carolina,7927,0,85213,355,0,1338
20200513,South Dakota,3732,69,22112,39,0,281
20200513,Tennessee,16370,259,276547,273,8,1388
20200513,Texas,42403,1355,514373,1158,25,
20200513,Utah,6620,188,150166,75,2,553
20200513,Virginia,26746,946,134646,927,36,5080
20200513,Virgin Islands,69,0,1128,6,0,
20200513,Vermont,930,1,19708,53,0,
20200513,Washington,19179,227,238384,962,17,
20200513,Wisconsin,12449,318,117111,421,3,1908
20200513,West Virginia,1398,27,65282,58,1,
20200513,Wyoming,675,0,14384,7,0,67
20200512,Alaska,383,2,29578,10,0,
20200512,Alabama,10310,301,122908,429,28,1287
20200512,Arkansas,4164,130,66280,95,1,485
20200512,American Samoa,0,0,105,0,0,
20200512,Arizona,11736,356,111106,562,20,2504
20200512,California,69382,1443,963988,2847,77,
20200512,Colorado,19879,-20,88778,987,6,3663
20200512,Connecticut,34333,568,104091,3041,33,9389
20200512,Washington DC,6485,96,24565,336,8,
20200512,Delaware,6741,176,26550,334,10,
20200512,Florida,41923,941,537681,1849,44,7654
20200512,Georgia,34635,708,227544,1461,20,6130
20200512,Guam,152,1,3939,5,0,
20200512,Hawaii,634,2,37305,17,0,81
20200512,Iowa,12912,539,68376,289,18,
20200512,Idaho,2260,30,30445,70,3,210
20200512,Illinois,83021,4014,388670,3601,142,
20200512,Indiana,25127,500,125383,1578,38,4389
20200512,Kansas,7116,0,46993,158,0,660
20200512,Kentucky,6677,237,97347,311,7,1767
20200512,Louisiana,32050,235,195962,2347,39,
20200512,Massachusetts,79332,870,322164,5141,33,7842
20200512,Maryland,34061,688,135442,1834,46,6287
20200512,Maine,1477,15,22092,65,0,202
20200512,Michigan,55641,1637,291701,5188,49,
20200512,Minnesota,15043,664,118934,614,23,1799
20200512,Missouri,10006,88,111290,524,36,
20200512,MP,19,0,2854,2,0,
20200512,Mississippi,9908,234,87784,457,22,1582
20200512,Montana,461,2,22574,16,0,63
20200512,North Carolina,15346,301,186898,577,27,
20200512,North Dakota,1571,53,46261,25,1,122
20200512,Nebraska,8572,257,39371,100,2,
20200512,New Hampshire,3160,0,32401,133,0,318
20200512,New Jersey,140743,798,292317,9508,198,
20200512,New Mexico,5069,206,101652,208,8,886
20200512,Nevada,6311,159,57764,350,6,
20200512,New York,338485,1430,886628,21845,205,84489
20200512,Ohio,25250,473,192481,1436,79,4539
20200512,Oklahoma,4732,119,91379,278,4,828
20200512,Oregon,3286,0,74320,130,0,673
20200512,Pennsylvania,57991,837,237989,3806,75,
20200512,Puerto Rico,2299,43,,114,1,
20200512,Rhode Island,12007,219,70916,444,14,1307
20200512,South Carolina,7927,274,85213,355,24,1338
20200512,South Dakota,3663,49,21534,39,5,271
20200512,Tennessee,16111,567,267713,265,14,1363
20200512,Texas,41048,1179,497124,1133,33,
20200512,Utah,6432,70,147053,73,5,535
20200512,Virginia,25800,730,129529,891,41,4929
20200512,Virgin Islands,69,0,1115,6,1,
20200512,Vermont,929,2,19107,53,0,
20200512,Washington,18952,211,233864,945,14,
20200512,Wisconsin,12131,211,112748,418,9,1877
20200512,West Virginia,1371,5,63698,57,3,
20200512,Wyoming,675,13,14384,7,0,67
20200511,Alaska,381,2,28299,10,0,
20200511,Alabama,10009,232,119435,401,8,1256
20200511,Arkansas,4034,287,64996,94,6,480
20200511,American Samoa,0,0,105,0,0,
20200511,Arizona,11380,261,105084,542,6,2462
20200511,California,67939,1259,923958,2770,25,
20200511,Colorado,19899,196,88891,981,14,3689
20200511,Connecticut,33765,211,98743,3008,41,9389
20200511,Washington DC,6389,117,23872,328,5,
20200511,Delaware,6565,118,25363,324,12,
20200511,Florida,40982,386,520075,1805,14,7458
20200511,Georgia,33927,486,217361,1441,36,6015
20200511,Guam,151,0,3838,5,0,
20200511,Hawaii,632,1,37051,17,0,81
20200511,Iowa,12373,414,65419,271,6,
20200511,Idaho,2230,0,29912,67,0,207
20200511,Illinois,79007,1266,363418,3459,53,
20200511,Indiana,24627,501,122061,1540,32,4389
20200511,Kansas,7116,168,46993,158,1,660
20200511,Kentucky,6440,0,80483,304,0,1757
20200511,Louisiana,31815,215,189015,2308,22,
20200511,Massachusetts,78462,669,316266,5108,129,7732
20200511,Maryland,33373,786,131407,1788,49,6183
20200511,Maine,1462,26,22092,65,1,200
20200511,Michigan,54004,971,278293,5139,58,
20200511,Minnesota,14379,827,115585,591,13,1716
20200511,Missouri,9918,74,105702,488,6,
20200511,MP,19,3,2676,2,0,
20200511,Mississippi,9674,173,86211,435,5,1546
20200511,Montana,459,1,22113,16,0,62
20200511,North Carolina,15045,281,180820,550,3,
20200511,North Dakota,1518,27,45496,24,0,115
20200511,Nebraska,8315,81,37924,98,2,
20200511,New Hampshire,3160,149,31723,133,2,318
20200511,New Jersey,139945,1413,285988,9310,55,
20200511,New Mexico,4863,85,97635,200,9,789
20200511,Nevada,6152,54,53932,344,5,
20200511,New York,337055,1660,867596,21640,162,84194
20200511,Ohio,24777,696,185753,1357,16,4413
20200511,Oklahoma,4613,24,91379,274,2,828
20200511,Oregon,3286,58,74320,130,3,673
20200511,Pennsylvania,57154,543,231704,3731,24,
20200511,Puerto Rico,2256,58,,113,2,
20200511,Rhode Island,11788,175,69365,430,8,1280
20200511,South Carolina,7653,0,76804,331,0,1252
20200511,South Dakota,3614,97,20964,34,0,263
20200511,Tennessee,15544,559,257733,251,8,1344
20200511,Texas,39869,1000,485828,1100,12,
20200511,Utah,6362,111,144223,68,1,517
20200511,Virginia,25070,989,125547,850,11,4777
20200511,Virgin Islands,69,0,1110,5,1,
20200511,Vermont,927,1,18797,53,0,
20200511,Washington,18741,292,229099,931,10,
20200511,Wisconsin,11920,226,108033,409,9,1846
20200511,West Virginia,1366,6,62103,54,0,
20200511,Wyoming,662,1,11403,7,0,66
20200510,Alaska,379,1,26985,10,0,
20200510,Alabama,9777,210,117644,393,5,1240
20200510,Arkansas,3747,0,61781,88,0,471
20200510,American Samoa,0,0,83,0,0,
20200510,Arizona,11119,159,99258,536,4,2421
20200510,California,66680,2119,888984,2745,67,
20200510,Colorado,19703,876,84374,967,7,3623
20200510,Connecticut,33554,570,96638,2967,35,9389
20200510,Washington DC,6272,170,23298,323,12,
20200510,Delaware,6447,170,24592,312,11,
20200510,Florida,40596,595,498352,1791,6,7404
20200510,Georgia,33441,909,210106,1405,5,5997
20200510,Guam,151,0,3643,5,0,
20200510,Hawaii,631,2,36639,17,0,81
20200510,Iowa,11959,288,62215,265,13,
20200510,Idaho,2230,25,29912,67,0,207
20200510,Illinois,77741,1656,352243,3406,57,
20200510,Indiana,24126,394,115903,1508,18,4389
20200510,Kansas,6948,197,45557,157,0,657
20200510,Kentucky,6440,152,80483,304,6,1757
20200510,Louisiana,31600,183,184272,2286,19,
20200510,Massachusetts,77793,1050,310596,4979,139,7617
20200510,Maryland,32587,1053,127344,1739,47,5955
20200510,Maine,1436,28,22092,64,0,199
20200510,Michigan,53033,301,267417,5081,45,
20200510,Minnesota,13552,231,111109,578,20,1657
20200510,Missouri,9844,178,105702,482,10,
20200510,MP,16,0,2321,2,0,
20200510,Mississippi,9501,123,72101,430,9,1531
20200510,Montana,458,0,21246,16,0,62
20200510,North Carolina,14764,404,177371,547,3,
20200510,North Dakota,1491,27,43378,24,0,110
20200510,Nebraska,8234,403,37335,96,4,
20200510,New Hampshire,3011,64,30442,131,10,313
20200510,New Jersey,138532,1447,173915,9255,139,
20200510,New Mexico,4778,105,92275,191,10,789
20200510,Nevada,6098,70,52711,339,5,
20200510,New York,335395,2273,847603,21478,207,83761
20200510,Ohio,24081,384,180781,1341,10,4351
20200510,Oklahoma,4589,99,91379,272,2,826
20200510,Oregon,3228,68,72279,127,0,670
20200510,Pennsylvania,56611,1295,227772,3707,19,
20200510,Puerto Rico,2198,25,,111,3,
20200510,Rhode Island,11613,186,68106,422,4,1251
20200510,South Carolina,7653,122,76804,331,1,1252
20200510,South Dakota,3517,124,20377,34,0,261
20200510,Tennessee,14985,217,246884,243,1,1325
20200510,Texas,38869,1009,462907,1088,39,
20200510,Utah,6251,148,140259,67,1,512
20200510,Virginia,24081,885,118974,839,12,4756
20200510,Virgin Islands,69,1,1102,4,0,
20200510,Vermont,926,0,18167,53,0,
20200510,Washington,18449,174,224548,921,16,
20200510,Wisconsin,11694,292,105163,400,2,1820
20200510,West Virginia,1360,25,61284,54,1,
20200510,Wyoming,661,17,11403,7,0,65
20200509,Alaska,378,1,26071,10,0,
20200509,Alabama,9567,346,115927,388,13,1228
20200509,Arkansas,3747,53,61781,88,0,471
20200509,American Samoa,0,0,83,0,0,
20200509,Arizona,10960,434,94850,532,15,2386
20200509,California,64561,2049,848009,2678,93,
20200509,Colorado,18827,26,77945,960,-1,3600
20200509,Connecticut,32984,573,90585,2932,58,9389
20200509,Washington DC,6102,203,22081,311,7,
20200509,Delaware,6277,166,23019,301,4,
20200509,Florida,40001,802,487730,1785,47,7325
20200509,Georgia,32532,426,202792,1400,23,5987
20200509,Guam,151,0,3643,5,0,
20200509,Hawaii,629,0,35633,17,0,81
20200509,Iowa,11671,214,59805,252,9,
20200509,Idaho,2205,27,29601,67,0,206
20200509,Illinois,76085,2325,340246,3349,108,
20200509,Indiana,23732,586,111954,1490,43,4389
20200509,Kansas,6751,250,43182,157,5,635
20200509,Kentucky,6288,159,80159,298,4,1696
20200509,Louisiana,31417,562,180740,2267,40,
20200509,Massachusetts,76743,1410,299794,4840,138,7551
20200509,Maryland,31534,1049,124494,1692,49,5932
20200509,Maine,1408,34,22092,64,1,198
20200509,Michigan,52732,383,259265,5036,49,
20200509,Minnesota,13321,281,106040,558,24,1612
20200509,Missouri,9666,177,99232,472,23,
20200509,MP,16,1,2321,2,0,
20200509,Mississippi,9378,288,72101,421,12,1512
20200509,Montana,458,0,20871,16,0,62
20200509,North Carolina,14360,492,172002,544,17,
20200509,North Dakota,1464,39,42469,24,0,110
20200509,Nebraska,7831,641,35145,92,2,
20200509,New Hampshire,2947,104,29351,121,7,309
20200509,New Jersey,137085,1631,168121,9116,164,
20200509,New Mexico,4673,180,88589,181,9,789
20200509,Nevada,6028,144,50083,334,6,
20200509,New York,333122,2715,820646,21271,226,83285
20200509,Ohio,23697,681,172973,1331,25,4300
20200509,Oklahoma,4490,66,91379,270,4,822
20200509,Oregon,3160,92,71460,127,3,662
20200509,Pennsylvania,55316,1078,221791,3688,72,
20200509,Puerto Rico,2173,17,,108,1,
20200509,Rhode Island,11427,286,66604,418,19,1218
20200509,South Carolina,7531,389,73432,330,14,1252
20200509,South Dakota,3393,249,19559,34,3,253
20200509,Tennessee,14768,327,237980,242,1,1319
20200509,Texas,37860,1251,451434,1049,45,
20200509,Utah,6103,184,137191,66,5,498
20200509,Virginia,23196,854,113953,827,15,4717
20200509,Virgin Islands,68,0,1024,4,0,
20200509,Vermont,926,8,17690,53,0,
20200509,Washington,18275,151,223361,905,14,
20200509,Wisconsin,11402,372,101935,398,14,1806
20200509,West Virginia,1335,25,59662,53,2,
20200509,Wyoming,644,9,11403,7,0,64
20200508,Alaska,377,3,25096,10,0,
20200508,Alabama,9221,323,110893,375,26,1207
20200508,Arkansas,3694,83,60300,88,1,466
20200508,American Samoa,0,0,83,0,0,
20200508,Arizona,10526,581,90599,517,67,2350
20200508,California,62512,1898,812760,2585,81,
20200508,Colorado,18801,971,75735,961,40,3557
20200508,Connecticut,32411,627,88130,2874,77,9389
20200508,Washington DC,5899,245,21216,304,19,
20200508,Delaware,6111,172,22153,297,12,
20200508,Florida,39199,371,474142,1738,71,7157
20200508,Georgia,32106,667,195461,1377,41,5935
20200508,Guam,151,0,3626,5,0,
20200508,Hawaii,629,3,35989,17,0,74
20200508,Iowa,11457,398,58804,243,12,
20200508,Idaho,2178,20,29092,67,1,206
20200508,Illinois,73760,2887,325954,3241,130,
20200508,Indiana,23146,643,106982,1447,33,4389
20200508,Kansas,6501,357,41207,152,5,608
20200508,Kentucky,6129,195,75272,294,11,1684
20200508,Louisiana,30855,203,171561,2227,19,
20200508,Massachusetts,75333,1612,290690,4702,150,7434
20200508,Maryland,30485,1111,121702,1643,63,5811
20200508,Maine,1374,44,22092,63,1,194
20200508,Michigan,52349,618,248142,4987,62,
20200508,Minnesota,13040,712,101408,534,26,1549
20200508,Missouri,9489,148,99232,449,31,
20200508,MP,15,0,2321,2,0,
20200508,Mississippi,9090,404,72101,409,13,1478
20200508,Montana,458,2,20487,16,0,62
20200508,North Carolina,13868,471,164745,527,20,
20200508,North Dakota,1425,54,41076,24,1,104
20200508,Nebraska,7190,419,33222,90,4,
20200508,New Hampshire,2843,103,27829,114,3,308
20200508,New Jersey,135454,1819,163305,8952,151,
20200508,New Mexico,4493,202,84539,172,3,760
20200508,Nevada,5884,118,47460,328,8,
20200508,New York,330407,2758,791136,21045,217,82730
20200508,Ohio,23016,885,161300,1306,35,4218
20200508,Oklahoma,4424,94,85433,266,6,805
20200508,Oregon,3068,79,69625,124,3,659
20200508,Pennsylvania,54238,1323,216321,3616,200,
20200508,Puerto Rico,2156,125,,107,5,
20200508,Rhode Island,11141,231,64338,399,11,1187
20200508,South Carolina,7142,206,66300,316,11,1152
20200508,South Dakota,3144,239,18149,31,0,247
20200508,Tennessee,14441,345,229137,241,4,1299
20200508,Texas,36609,1219,440509,1004,31,
20200508,Utah,5919,195,132769,61,0,488
20200508,Virginia,22342,772,107603,812,43,4622
20200508,Virgin Islands,68,2,1024,4,0,
20200508,Vermont,918,2,17222,53,0,
20200508,Washington,18124,210,221418,891,21,
20200508,Wisconsin,11030,409,97265,384,10,1767
20200508,West Virginia,1310,23,58126,51,0,
20200508,Wyoming,635,4,11403,7,0,60
20200507,Alaska,374,2,23967,10,0,
20200507,Alabama,8898,317,106275,349,9,1178
20200507,Arkansas,3611,43,56384,87,2,462
20200507,American Samoa,0,0,83,0,0,
20200507,Arizona,9945,238,86489,450,24,2292
20200507,California,60614,1799,782260,2504,92,
20200507,Colorado,17830,466,73517,921,18,2986
20200507,Connecticut,31784,789,84390,2797,79,9389
20200507,Washington DC,5654,193,20202,285,8,
20200507,Delaware,5939,161,21387,285,16,
20200507,Florida,38828,826,454122,1667,62,6990
20200507,Georgia,31439,743,185864,1336,25,5835
20200507,Guam,151,0,3564,5,0,
20200507,Hawaii,626,1,34915,17,0,74
20200507,Iowa,11059,655,55368,231,12,
20200507,Idaho,2158,31,28732,66,1,205
20200507,Illinois,70873,2641,308170,3111,137,
20200507,Indiana,22503,633,102279,1414,37,
20200507,Kansas,6144,410,38678,147,3,587
20200507,Kentucky,5934,112,72672,283,8,1616
20200507,Louisiana,30652,253,170115,2208,93,
20200507,Massachusetts,73721,1696,277911,4552,132,7237
20200507,Maryland,29374,1211,119226,1580,60,5663
20200507,Maine,1330,76,22092,62,0,192
20200507,Michigan,51731,600,236184,4925,86,
20200507,Minnesota,12328,818,97244,508,23,1459
20200507,Missouri,9341,239,94281,418,22,
20200507,MP,15,0,1783,2,0,
20200507,Mississippi,8686,262,72101,396,22,1442
20200507,Montana,456,0,19791,16,0,62
20200507,North Carolina,13397,639,157931,507,30,
20200507,North Dakota,1371,48,39496,23,1,102
20200507,Nebraska,6771,333,30987,86,4,
20200507,New Hampshire,2740,104,26066,111,19,307
20200507,New Jersey,133635,1745,159023,8801,252,
20200507,New Mexico,4291,153,81393,169,7,687
20200507,Nevada,5766,103,45591,320,9,
20200507,New York,327649,3671,762267,20828,951,82197
20200507,Ohio,22131,555,153928,1271,46,4140
20200507,Oklahoma,4330,129,82557,260,7,805
20200507,Oregon,2989,73,67469,121,6,645
20200507,Pennsylvania,52915,1070,209873,3416,310,
20200507,Puerto Rico,2031,63,,102,3,
20200507,Rhode Island,10910,271,62647,388,18,1153
20200507,South Carolina,6936,0,70546,305,0,1152
20200507,South Dakota,2905,126,17209,31,2,236
20200507,Tennessee,14096,158,222232,237,-2,1266
20200507,Texas,35390,968,419772,973,25,
20200507,Utah,5724,129,128819,61,3,476
20200507,Virginia,21570,1314,101582,769,56,4438
20200507,Virgin Islands,66,0,990,4,0,
20200507,Vermont,916,2,16690,53,1,
20200507,Washington,17914,196,216453,870,8,
20200507,Wisconsin,10621,359,93035,374,12,1732
20200507,West Virginia,1287,39,56234,51,1,
20200507,Wyoming,631,27,11403,7,0,59
20200506,Alaska,372,1,23283,10,1,
20200506,Alabama,8581,296,100935,340,27,1158
20200506,Arkansas,3568,72,55435,85,2,453
20200506,American Samoa,0,0,83,0,0,
20200506,Arizona,9707,402,82030,426,31,2244
20200506,California,58815,2603,750221,2412,95,
20200506,Colorado,17364,457,68612,903,52,2919
20200506,Connecticut,30995,374,80452,2718,85,7758
20200506,Washington DC,5461,139,19523,277,13,
20200506,Delaware,5778,407,20690,269,3,
20200506,Florida,38002,563,442049,1605,69,6776
20200506,Georgia,30696,985,173441,1311,23,5765
20200506,Guam,151,2,3476,5,0,
20200506,Hawaii,625,4,34574,17,0,73
20200506,Iowa,10404,293,52767,219,12,
20200506,Idaho,2127,21,28418,65,1,203
20200506,Illinois,68232,2270,293028,2974,136,
20200506,Indiana,21870,837,98626,1377,51,
20200506,Kansas,5734,276,36380,144,7,571
20200506,Kentucky,5822,577,55192,275,14,1603
20200506,Louisiana,30399,403,164273,2115,0,
20200506,Massachusetts,72025,1754,267614,4420,208,7080
20200506,Maryland,28163,1046,115849,1520,44,5497
20200506,Maine,1254,28,22092,62,1,191
20200506,Michigan,51131,634,224563,4839,58,
20200506,Minnesota,11510,634,93047,485,30,1405
20200506,Missouri,9102,186,91645,396,19,
20200506,MP,15,1,1783,2,0,
20200506,Mississippi,8424,217,72101,374,32,1392
20200506,Montana,456,0,19248,16,0,62
20200506,North Carolina,12758,502,151724,477,25,
20200506,North Dakota,1323,57,37309,22,5,97
20200506,Nebraska,6438,355,29690,82,4,
20200506,New Hampshire,2636,48,25097,92,6,295
20200506,New Jersey,131890,1297,157030,8549,305,
20200506,New Mexico,4138,107,79113,162,6,687
20200506,Nevada,5663,69,43612,311,14,
20200506,New York,323978,2786,731943,19877,232,81570
20200506,Ohio,21576,607,147353,1225,90,4052
20200506,Oklahoma,4201,74,78689,253,6,773
20200506,Oregon,2916,77,65060,115,2,641
20200506,Pennsylvania,51845,888,204495,3106,94,
20200506,Puerto Rico,1968,44,,99,0,
20200506,Rhode Island,10639,342,60718,370,15,1123
20200506,South Carolina,6936,179,70546,305,22,1152
20200506,South Dakota,2779,58,16637,29,5,230
20200506,Tennessee,13938,248,213163,239,13,1221
20200506,Texas,34422,1053,404516,948,42,
20200506,Utah,5595,146,125407,58,2,464
20200506,Virginia,20256,0,93452,713,0,4113
20200506,Virgin Islands,66,0,990,4,0,
20200506,Vermont,914,5,16281,52,0,
20200506,Washington,17718,248,212065,862,21,
20200506,Wisconsin,10262,366,87826,362,9,1694
20200506,West Virginia,1248,10,54536,50,0,
20200506,Wyoming,604,8,11403,7,0,60
20200505,Alaska,371,1,22321,9,0,
20200505,Alabama,8285,260,98481,313,17,1107
20200505,Arkansas,3496,38,51139,83,2,453
20200505,American Samoa,0,0,83,0,0,
20200505,Arizona,9305,386,78955,395,33,2192
20200505,California,56212,1275,723690,2317,63,
20200505,Colorado,16907,272,68097,851,9,2838
20200505,Connecticut,30621,1334,78022,2633,138,7758
20200505,Washington DC,5322,152,19007,264,6,
20200505,Delaware,5371,83,19309,266,11,
20200505,Florida,37439,542,428252,1536,113,6546
20200505,Georgia,29711,343,171172,1288,66,5634
20200505,Guam,149,0,3341,5,0,
20200505,Hawaii,621,1,33378,17,0,73
20200505,Iowa,10111,408,50458,207,19,
20200505,Idaho,2106,45,28202,64,0,201
20200505,Illinois,65962,2122,280324,2838,176,
20200505,Indiana,21033,526,94801,1326,62,
20200505,Kansas,5458,213,34634,137,1,566
20200505,Kentucky,5245,115,54802,261,8,1529
20200505,Louisiana,29996,323,158235,2115,51,
20200505,Massachusetts,70271,1184,263078,4212,122,6831
20200505,Maryland,27117,709,112986,1476,52,5337
20200505,Maine,1226,21,19546,61,4,187
20200505,Michigan,50497,688,213091,4781,59,
